time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau1,tau2,tau3,tau4,tau5,tau6,x,y,z
15.97,1.29062742320465,0.731065259956478,0.104609274227545,-1.32183182232187e-15,0.735121792610789,1.29062742320465,1.18684524293068,0.338911825910759,0.196521970200201,-7.78030535446945e-16,-0.535433796110966,1.18684524293069,-1.0996348414123,-0.314008295654342,-0.182081368082587,7.20860187590686e-16,0.496089663736937,-1.0996348414123,0,0,0,0,0,0,0.120170600926636,0.417640121181487,0.261198628704196
15.98,1.30244059021377,0.734438591083429,0.106565339577063,-1.32957588559227e-15,0.729792396134319,1.30244059021377,1.17575792771992,0.335745766759482,0.194686093920266,-7.70762300736914e-16,-0.530431860679754,1.17575792771992,-1.11777343098744,-0.319187894720838,-0.185084818937864,7.32750850373776e-16,0.50427271365871,-1.11777343098744,0,0,0,0,0,0,0.115132227208026,0.418679797191257,0.259743569771573
15.99,1.31414198264712,0.737780004211134,0.10850289690291,-1.33724667559174e-15,0.724513425680768,1.31414198264712,1.1644908812365,0.332528384106554,0.192820457110035,-7.63376244079053e-16,-0.525348841216594,1.1644908812365,-1.13557994289444,-0.324272666724137,-0.188033283215916,7.44423821282128e-16,0.512305949940061,-1.13557994289444,0,0,0,0,0,0,0.110132191857799,0.41964345743508,0.258305414018283
16,1.32572981991113,0.741088990878854,0.110421651368202,-1.34484302506097e-15,0.719285684547756,1.32572981991113,1.15304745884854,0.329260636100423,0.19092561536305,-7.55874565068347e-16,-0.520186251463479,1.15304745884854,-1.15304745884854,-0.329260636100423,-0.190925615363051,7.55874565068348e-16,0.520186251463481,-1.15304745884854,0,0,0,0,0,0,0.105172446952091,0.420532784346395,0.25688432041403
16.01,1.33720235531189,0.744365052306117,0.112321313749272,-1.35236378896338e-15,0.714109960739423,1.33720235531189,1.14143108510699,0.325943500645181,0.189002135728389,-7.48259508652251e-16,-0.514945636373576,1.14143108510699,-1.17016906056498,-0.334149827285877,-0.193760669825576,7.67098546485046e-16,0.527910497111461,-1.17016906056498,0,0,0,0,0,0,0.100254878950136,0.421349501623172,0.255480440879326
16.02,1.34855787674686,0.747607699590265,0.11420160055022,-1.35980784493863e-15,0.708987026654326,1.34855787674686,1.12964525374565,0.322577975400554,0.187050596710666,-7.405333651307e-16,-0.509628572111226,1.12964525374565,-1.18693782975901,-0.338938264716685,-0.196537301049801,7.78091230284836e-16,0.535475565766494,-1.18693782975901,0,0,0,0,0,0,0.0953813079094408,0.422095371024731,0.254093920302344
16.03,1.35979470739677,0.750816453904019,0.11606223411747,-1.36717409375612e-15,0.703917638773323,1.35979470739677,1.11769352768116,0.319165077781908,0.185071588270033,-7.32698470156101e-16,-0.504236666051947,1.11769352768116,-1.20334684814589,-0.343623972829031,-0.199254363482032,7.88848081220323e-16,0.542878336311071,-1.20334684814589,0,0,0,0,0,0,0.0905534868380748,0.422772189172079,0.252724896559635
16.04,1.37091120641745,0.753990846693031,0.117902942754324,-1.37446145976855e-15,0.698902537347457,1.37091120641744,1.10557953901304,0.315705844960248,0.183065711822178,-7.24757204733335e-16,-0.498771556782432,1.10557953901304,-1.21938919744085,-0.348204976059096,-0.201910711568579,7.99364564044121e-16,0.550115687627683,-1.21938919744085,0,0,0,0,0,0,0.0857731011813488,0.423381784358348,0.251373500540502
16.05,1.38190576963161,0.757130419873441,0.11972346083552,-1.38166889136544e-15,0.69394244608585,1.38190576963161,1.0933069890236,0.312201333862214,0.181033580238327,-7.1671199521975e-16,-0.493234914100546,1.0933069890236,-1.23505795935914,-0.352679298843065,-0.204505199755747,8.09636143508834e-16,0.55718449859882,-1.23505795935914,0,0,0,0,0,0,0.0810417684398319,0.423926013375652,0.25003985617486
16.06,1.39277683022071,0.760234726029434,0.121523528921787,-1.38879536142664e-15,0.689038071843591,1.39277683022071,1.08087964817806,0.308652621170086,0.17897581784524,-7.08565313325179e-16,-0.487628439015332,1.08087964817806,-1.25034621561601,-0.35704496561712,-0.207036682489846,8.19658284367076e-16,0.564081648106975,-1.25034621561601,0,0,0,0,0,0,0.0763610379153591,0.42440675836448,0.248724080464364
16.07,1.40352285941679,0.763303328610794,0.123302893874396,-1.39583986777584e-15,0.684190104309621,1.40352285941679,1.06830135612443,0.305060803321783,0.176893060425218,-7.0031967611192e-16,-0.481953863747007,1.06830135612443,-1.26524704792671,-0.361300000817446,-0.209504014217182,8.29426451371452e-16,0.570804015034637,-1.26524704792671,0,0,0,0,0,0,0.0717323905813872,0.424825923691459,0.247426283516622
16.08,1.41414236719425,0.766335802130465,0.125061308969721,-1.40280143363416e-15,0.679399215694625,1.41414236719425,1.05557602169362,0.301426996510863,0.174785955216098,-6.91977645994753e-16,-0.476212951726966,1.05557602169363,-1.27975353800649,-0.365442428880226,-0.211906049384065,8.38936109274577e-16,0.577348478264299,-1.27975353800649,0,0,0,0,0,0,0.0671572390738087,0.425185432861068,0.246146568582271
16.09,1.42463390296176,0.769331732362105,0.126798534013793,-1.40967910807358e-15,0.674666060418914,1.42463390296176,1.04270762289936,0.297752336686517,0.172655160911251,-6.83541830740924e-16,-0.470407497597773,1.04270762289936,-1.29385876757058,-0.369470274241641,-0.214241642436801,8.48182722829059e-16,0.583711916678451,-1.29385876757058,0,0,0,0,0,0,0.0626369277980883,0.425487225466593,0.244885032094718
16.1,1.434996056254,0.772290716537639,0.128514335456851,-1.41647196647054e-15,0.669991274800322,1.434996056254,1.02970020693821,0.29403797955358,0.170501347659588,-6.75014883470159e-16,-0.464539327213173,1.02970020693822,-1.30755581833424,-0.373381561337879,-0.216509647821699,8.57161756787506e-16,0.589891209159586,-1.30755581833424,0,0,0,0,0,0,0.0581727331483604,0.42573325418537,0.243641763712321
16.11,1.44522745742355,0.775212363544821,0.130208486507904,-1.42317911095946e-15,0.665375476742087,1.44522745742355,1.01655789018962,0.290285100572523,0.168325197065555,-6.66399502654653e-16,-0.458610297638083,1.01655789018962,-1.32083777201272,-0.37717431460512,-0.218708919985066,8.65868675902528e-16,0.595883234590195,-1.32083777201272,0,0,0,0,0,0,0.053765863833929,0.425925481823026,0.242416846362803
16.12,1.45532677833269,0.778096294124787,0.131880767249281,-1.4297996708862e-15,0.660819265420743,1.45532677833269,1.00328485821586,0.286494894959454,0.166127402189137,-6.57698432119078e-16,-0.452622297148596,1.00328485821586,-1.33369771032126,-0.380846558479547,-0.22083831337321,8.74298944926735e-16,0.601684871852766,-1.33369771032126,0,0,0,0,0,0,0.0494174613084332,0.426065878411176,0.241210356289671
16.13,1.46529273304524,0.780942141069614,0.133530964751191,-1.43633280326166e-15,0.656323220974006,1.46529273304524,0.989885365762048,0.282668577686121,0.163908667545854,-6.48914461040579e-16,-0.44657724523198,0.989885365762048,-1.3461287149751,-0.384396317397346,-0.222896682432439,8.82448028612736e-16,0.607292999829794,-1.3461287149751,0,0,0,0,0,0,0.0451286002967736,0.426156418362723,0.240022363100418
16.14,1.4751240785184,0.783749549419872,0.135158873186273,-1.44277769321526e-15,0.651887904188666,1.4751240785184,0.976363736756156,0.278807383479908,0.161669709106764,-6.40050423948775e-16,-0.440477092586676,0.976363736756156,-1.35812386768951,-0.387821615794699,-0.224882881609061,8.90311391713144e-16,0.61270449740377,-1.3581238676895,0,0,0,0,0,0,0.0409002894147733,0.426199077688609,0.238852929816293
16.15,1.48481961529454,0.786518176662184,0.136764293944156,-1.44913355444849e-15,0.647513856188471,1.48481961529454,0.962724364309004,0.274912566823841,0.159411254298461,-6.31109200725759e-16,-0.434323821122306,0.962724364309006,-1.36967625017971,-0.391120478107789,-0.226795765349383,8.97884498980563e-16,0.617916243457181,-1.36967625017971,0,0,0,0,0,0,0.0367334718764045,0.426195831279582,0.237702112923397
16.16,1.49437818819307,0.789247692926783,0.138347035746012,-1.45539962968841e-15,0.643201598122016,1.49437818819307,0.948971710714257,0.270985401956579,0.157134042003076,-6.22093716606097e-16,-0.428119443959659,0.948971710714258,-1.38077894416096,-0.3942909287728,-0.228634188099714,9.05162815167604e-16,0.622925116872523,-1.38077894416096,0,0,0,0,0,0,0.0326290262833281,0.426148650256227,0.236569962424889
16.17,1.50379868700224,0.791937781185065,0.139906914759113,-1.46157519114121e-15,0.638951630850633,1.50379868700224,0.935110307448432,0.267027182872425,0.154838822558279,-6.13006942176833e-16,-0.421866005430708,0.935110307448432,-1.39142503134851,-0.397330992225916,-0.230397004306361,9.12141805026882e-16,0.627727996532286,-1.39142503134851,0,0,0,0,0,0,0.0285877674914174,0.426059499390238,0.235456521894079
16.18,1.51308004717098,0.794588137447147,0.141443754711384,-1.46765954094568e-15,0.63476443463628,1.51308004717098,0.921144755170882,0.263039223321313,0.152526357757273,-6.03851893377477e-16,-0.415565581078591,0.921144755170882,-1.4016075934576,-0.400238692903318,-0.232083068415632,9.18816933310998e-16,0.632321761318958,-1.4016075934576,0,0,0,0,0,0,0.0246104475488564,0.425930334599601,0.234361828528155
16.19,1.52222125050074,0.797198470959425,0.142957387005961,-1.47365201162679e-15,0.630640468829425,1.52222125050074,0.907079723723823,0.259022856808823,0.150197420848803,-5.94631631500022e-16,-0.409220277657631,0.907079723723823,-1.41131971220348,-0.403012055241191,-0.233691234873835,9.25183664772571e-16,0.636703290115035,-1.41131971220348,0,0,0,0,0,0,0.0206977567003841,0.425763100520079,0.233285913202347
16.2,1.53122132583729,0.799768504402127,0.144447650835744,-1.47955196654919e-15,0.62658017155694,1.53122132583729,0.892919952132308,0.254979436596168,0.147852796537146,-5.85349263188926e-16,-0.402832233133318,0.892919952132308,-1.4205544693014,-0.405649103675721,-0.235220358127278,9.31237464164205e-16,0.640869461803008,-1.4205544693014,0,0,0,0,0,0,0.016850324452216,0.425559728155097,0.232228800524276
16.21,1.54007934976257,0.802297974086875,0.145914393297953,-1.48535880037074e-15,0.622583959409982,1.54007934976257,0.878670248604237,0.250910335700199,0.145493280982119,-5.76007940441128e-16,-0.396403616682322,0.878670248604237,-1.4293049464666,-0.408147862643086,-0.236669292622268,9.36973796238508e-16,0.644817155265364,-1.4293049464666,0,0,0,0,0,0,0.0130687206921715,0.425322132605875,0.231190508888271
16.22,1.54879444728653,0.804786630154234,0.147357469508686,-1.49107193949602e-15,0.618652227131891,1.54879444728653,0.864335490530368,0.24681694689341,0.143119681799075,-5.6661086060604e-16,-0.389936628692489,0.864335490530369,-1.43756422541434,-0.410506356579474,-0.238036892805114,9.42388125748094e-16,0.648543249384598,-1.43756422541434,0,0,0,0,0,0,0.00935345685955274,0.425052210883351,0.230171050529424
16.23,1.55736579253892,0.807234236771272,0.148776742717471,-1.49669084252987e-15,0.614785347306067,1.55736579253892,0.849920624484294,0.242700682703927,0.140732818058903,-5.57161266385542e-16,-0.383433500762834,0.849920624484294,-1.44532538785984,-0.412722609921066,-0.239322013122122,9.47475917445567e-16,0.652044623043198,-1.44532538785984,0,0,0,0,0,0,0.0057049871593279,0.424751839803219,0.229170431577165
16.24,1.56579260946114,0.809640572329121,0.150172084421822,-1.50221500073092e-15,0.610983670043868,1.56579260946114,0.835430666222462,0.238562975415517,0.138333520288031,-5.47662445833992e-16,-0.376896495703551,0.83543066622246,-1.45258151551838,-0.414794647104046,-0.240523508019602,9.52232636083543e-16,0.655318155123657,-1.45258151551838,0,0,0,0,0,0,0.00212370981523666,0.424422873965102,0.228188652108119
16.25,1.57407417249809,0.812005429640523,0.151543374481797,-1.5076439384651e-15,0.607247522672491,1.57407417249809,0.820870700684163,0.234405277067586,0.135922630468421,-5.38117732358226e-16,-0.370327907536011,0.820870700684164,-1.45932569010518,-0.416720492564597,-0.24164023194386,9.56653746414627e-16,0.658360724508467,-1.45932569010518,0,0,0,0,0,0,-0.00139003164352264,0.424067143816702,0.227225706198045
16.26,1.58220980728996,0.814328616137396,0.152890501234547,-1.51297721365916e-15,0.603577209422868,1.58220980728996,0.806245881991546,0.230229059455179,0.133501002037577,-5.28530504717547e-16,-0.363730061492759,0.806245881991544,-1.4655509933355,-0.418498170738903,-0.242671039341206,9.6073471319143e-16,0.661169210080119,-1.4655509933355,0,0,0,0,0,0,-0.00483594706730265,0.423686453803463,0.226281581972624
16.27,1.59019889136407,0.816609954068385,0.154213361608881,-1.51821441825423e-15,0.599973011117544,1.59019889136407,0.791561433449591,0.226035814128975,0.131069499888533,-5.18904187023736e-16,-0.357105314017511,0.791561433449592,-1.47125050692459,-0.420125706063148,-0.243614784657945,9.64471001166564e-16,0.663740490721103,-1.47125050692459,0,0,0,0,0,0,-0.00821379834788735,0.423282580604127,0.225356261656881
16.28,1.59804085482673,0.818849280696422,0.155511861239813,-1.5233551786593e-15,0.596435184858576,1.59804085482673,0.776822647546142,0.221827052395296,0.128629000369866,-5.09242248741048e-16,-0.350456052765165,0.776822647546141,-1.4764173125877,-0.421601122973515,-0.244470322340388,9.67858075092636e-16,0.666071445313911,-1.47641731258769,0,0,0,0,0,0,-0.0115233980623365,0.422857271452303,0.224449721623039
16.29,1.60573518105501,0.821046448496278,0.156785914583121,-1.52839915620477e-15,0.592963963715412,1.60573518105501,0.762034885951872,0.217604305316097,0.126180391285685,-4.99548204686205e-16,-0.343784696601785,0.762034885951873,-1.48104449204005,-0.422922445906183,-0.245236506834839,9.70891399722254e-16,0.668158952741032,-1.48104449204005,0,0,0,0,0,0,-0.0147646081037898,0.422412242543982,0.223561932436596
16.3,1.61328140738862,0.823201325352122,0.158035445029901,-1.53334604759598e-15,0.589559556412787,1.61328140738862,0.747203579520325,0.213369123708977,0.123724571895641,-4.89825615028414e-16,-0.337093695604621,0.747203579520326,-1.48512512699692,-0.424087699297344,-0.245912192587609,9.73566439808032e-16,0.669999891884963,-1.48512512699692,0,0,0,0,0,0,-0.017937338304079,0.421949177530759,0.222692858900408
16.31,1.62067912582172,0.82531379475508,0.159260385021125,-1.5381955853667e-15,0.586222147018605,1.62067912582172,0.732334228287867,0.209123078147168,0.121262452914917,-4.80078085289347e-16,-0.330385531062088,0.732334228287868,-1.48865229917353,-0.425094907583174,-0.246496234045004,9.75878660102574e-16,0.671591141628188,-1.48865229917353,0,0,0,0,0,0,-0.0210415450529065,0.421469726098315,0.221842460096596
16.32,1.62792798369475,0.827383756000785,0.160460676162194,-1.5429475383327e-15,0.582951894631832,1.62792798369475,0.717432401473735,0.204867758959543,0.118794956514237,-4.70309266343157e-16,-0.323662715473783,0.717432401473734,-1.49161909028515,-0.425942095199861,-0.246987485653333,9.77823525358494e-16,0.672929580853204,-1.49161909028515,0,0,0,0,0,0,-0.0240772299181818,0.420975502629556,0.221010689426075
16.33,1.63502768438625,0.829411124386938,0.161636269337492,-1.54760171204526e-15,0.57974893307038,1.63502768438625,0.702503737479998,0.200604776230614,0.11632301631986,-4.60522854416465e-16,-0.316927792550477,0.702503737479997,-1.49401858204702,-0.426627286583587,-0.247384801858904,9.79396500328405e-16,0.674012088442501,-1.49401858204702,0,0,0,0,0,0,-0.0270444382719793,0.420468084951663,0.220197494645513
16.34,1.64197798800468,0.831395831410864,0.162787124824945,-1.55215794924465e-15,0.576613370559001,1.64197798800468,0.687553943891576,0.196335759800528,0.113847577413581,-4.50722591088367e-16,-0.310183337214111,0.687553943891578,-1.49584385617437,-0.427148506170533,-0.247687037108023,9.80593049764905e-16,0.674835543278566,-1.49584385617437,0,0,0,0,0,0,-0.0299432579264213,0.419949013166149,0.219402817901537
16.35,1.6487787120803,0.833337824967068,0.163913212410575,-1.55661613031375e-15,0.573545289417167,1.6487787120803,0.672588797476243,0.192062359265073,0.111369596332733,-4.40912263290438e-16,-0.303431955597808,0.672588797476242,-1.49708799438247,-0.427503778396886,-0.247893045847,9.81408638420615e-16,0.675396824243896,-1.49708799438247,0,0,0,0,0,0,-0.0327738177836479,0.419419788560886,0.218626595762021
16.36,1.65542973225693,0.835237069544791,0.165014511503054,-1.56097617373147e-15,0.570544745746965,1.65542973225693,0.65761414418461,0.187786243975672,0.108890041070187,-4.31095703306717e-16,-0.296676285045862,0.65761414418461,-1.49774407838656,-0.427691127698827,-0.248001682522142,9.81838731048142e-16,0.67569281022098,-1.49774407838656,0,0,0,0,0,0,-0.0355362865038204,0.418881872602952,0.21786875924426
16.37,1.66193098298383,0.837093546425564,0.166091011248261,-1.56523803652635e-15,0.567611769120985,1.66193098298383,0.642635899150141,0.18350910303939,0.106409891074349,-4.21276788773726e-16,-0.289918994113741,0.642635899150142,-1.49780518990188,-0.427708578512541,-0.248011801579756,9.81878792400089e-16,0.675720380092307,-1.49780518990188,0,0,0,0,0,0,-0.0382308711950106,0.418336686011046,0.217129233839886
16.38,1.66828245820749,0.83890725388077,0.167142710643837,-1.56940171473004e-15,0.564746362270202,1.66828245820749,0.627660046689147,0.179232645318928,0.103930137249162,-4.11459442680456e-16,-0.283162782568091,0.627660046689149,-1.49726441064368,-0.42755415527421,-0.247922257466151,9.81524287229072e-16,0.67547641274037,-1.49726441064367,0,0,0,0,0,0,-0.0408578161285819,0.417785607906092,0.216407939536355
16.39,1.6744842120635,0.840678207369195,0.168169618653739,-1.57346724383085e-15,0.561948500771876,1.6744842120635,0.612692640300792,0.174958599432625,0.101451781954109,-4.01647633368378e-16,-0.276410381386736,0.612692640300794,-1.4961148223272,-0.427225882420017,-0.247731904627633,9.80770680287697e-16,0.67495778704766,-1.4961148223272,0,0,0,0,0,0,-0.0434174014835243,0.417229975038612,0.215704790834857
16.4,1.68053635956834,0.842406439734588,0.169171754322797,-1.57743469922728e-15,0.559218132737425,1.68053635956834,0.59773980266708,0.170688713754459,0.098975839004205,-3.91845374531429e-16,-0.269664552758667,0.597739802667082,-1.49434950666771,-0.426721784386147,-0.247439597510513,9.79613436328577e-16,0.67416138189667,-1.4943495066677,0,0,0,0,0,0,-0.0459099421230245,0.416671081091321,0.215019696764507
16.41,1.68643907731122,0.844092001403215,0.170149146891269,-1.58130419668152e-15,0.556555178500326,1.68643907731122,0.582807725652868,0.166424756414048,0.0965033336700064,-3.82056725216024e-16,-0.262928090084056,0.582807725652868,-1.49196154538043,-0.426039885608784,-0.247044190561097,9.78048020104322e-16,0.673084076169891,-1.49196154538043,0,0,0,0,0,0,-0.0483357864063313,0.416110176055373,0.214352560892666
16.42,1.69219260414593,0.845734960581418,0.171101835909397,-1.58507589277297e-15,0.553959530303996,1.69219260414593,0.567902670305847,0.162168515296641,0.094035302677603,-3.72285789821051e-16,-0.256203817974247,0.567902670305846,-1.48894402018062,-0.425178210524107,-0.246544538225691,9.76069896367536e-16,0.671722748749809,-1.48894402018062,0,0,0,0,0,0,-0.0506953150388426,0.415548465678608,0.213703281331288
16.43,1.69779724188264,0.847335403453165,0.17202987135196,-1.5887499853518e-15,0.551431051989685,1.69779724188264,0.55303096685658,0.157921798043136,0.0915727942086251,-3.62536718097876e-16,-0.249494592251762,0.55303096685658,-1.48529001278354,-0.424134783568307,-0.245939494950606,9.73674529870839e-16,0.670074278518924,-1.48529001278354,0,0,0,0,0,0,-0.0529889399630839,0.414987110984114,0.213071750739143
16.44,1.70325335597974,0.848893434377619,0.172933313732832,-1.59232671399247e-15,0.548969578684359,1.70325335597974,0.53819901471845,0.153686432050059,0.0891168679002356,-3.52813705150325e-16,-0.242803299950296,0.53819901471845,-1.48099260490441,-0.42290762917756,-0.245227915182148,9.70857385366828e-16,0.668135544359718,-1.4809926049044,0,0,0,0,0,0,-0.0552171032931262,0.41442722785736,0.21245785631982
16.45,1.70856137623568,0.85040917608668,0.173812234219536,-1.59580636044721e-15,0.546574916488593,1.70856137623568,0.523413282487709,0.14946426446958,0.0866685948451382,-3.43120991434718e-16,-0.23613285931472,0.523413282487709,-1.47604487825848,-0.421494771788053,-0.244408653366624,9.67613927608116e-16,0.665903425154687,-1.47604487825848,0,0,0,0,0,0,-0.0573802762947315,0.413869886700168,0.211861479815403
16.46,1.71372179748077,0.85188276988255,0.1746667147478,-1.59918924909959e-15,0.54424684216446,1.71372179748077,0.508680307943454,0.145257162209507,0.0842290575915726,-3.33462862759837e-16,-0.229486219801081,0.508680307943454,-1.47043991456102,-0.419894235835969,-0.243480563950345,9.6393962134732e-16,0.663374799786323,-1.47043991456102,0,0,0,0,0,0,-0.0594789584133655,0.41331611214972,0.21128249749572
16.47,1.71873518026903,0.853314375835288,0.175496848136112,-1.60247574741804e-15,0.541985102823409,1.71873518026902,0.494006698047613,0.141067011933282,0.0817993501433135,-3.23843650286938e-16,-0.222866362076597,0.494006698047613,-1.46417079552726,-0.418104045757491,-0.242442501379616,9.59829931337044e-16,0.660546547137116,-1.46417079552726,0,0,0,0,0,0,-0.0615136763520166,0.412766882860819,0.210720780143075
16.48,1.72360215157001,0.854704172980364,0.176302738200276,-1.60566626640935e-15,0.53978941561417,1.72360215157001,0.479399128944976,0.13689572005999,0.0793805779596737,-3.14267730529751e-16,-0.216276298019664,0.479399128944977,-1.45723060287245,-0.416122225988801,-0.241293320100745,9.55280322329897e-16,0.657415546089557,-1.45723060287245,0,0,0,0,0,0,-0.0634849832005385,0.412223131349598,0.210176193032401
16.49,1.72832340546064,0.856052359516219,0.177084499867965,-1.6087612610722e-15,0.537659467410626,1.72832340546064,0.46486434596318,0.132745212764352,0.076973857955504,-3.04739525354486e-16,-0.209719070719857,0.464864345963181,-1.44961241831184,-0.413946800966086,-0.240031874560042,9.50286259078489e-16,0.653978675526137,-1.44961241831184,0,0,0,0,0,0,-0.0653934576180848,0.41168574389687,0.20964859590674
16.5,1.73289970381702,0.857359153001816,0.177842259293279,-1.61176123085073e-15,0.535594914499715,1.73289970381702,0.450409163612714,0.128617435976729,0.0745803185011921,-2.95263501979823e-16,-0.203197754477923,0.450409163612714,-1.44130932356067,-0.411575795125528,-0.238657019203813,9.44843206335435e-16,0.650232814329351,-1.44130932356068,0,0,0,0,0,0,-0.0672397030699787,0.411155560509325,0.209137842948013
16.51,1.73733187700629,0.858624790554205,0.178576153971301,-1.614666720088e-15,0.533595382269304,1.73733187700629,0.436040465586887,0.124514355383114,0.072201099422659,-2.8584417297691e-16,-0.196715454805773,0.436040465586887,-1.4323144003342,-0.409007232903308,-0.237167608478365,9.38946628853336e-16,0.646174841381684,-1.43231440033419,0,0,0,0,0,0,-0.0690243471201842,0.410633374936771,0.208643782743023
16.52,1.74162082457841,0.859849529046069,0.17928633285265,-1.61747831847955e-15,0.531660464896091,1.74162082457841,0.421765204761893,0.120437956425147,0.0698373520013675,-2.76486096269375e-16,-0.190275308426516,0.421765204761894,-1.42262073034766,-0.406239138735611,-0.235562496830008,9.32591991384806e-16,0.64180163556563,-1.42262073034765,0,0,0,0,0,0,-0.0707480407803541,0.410119934743645,0.208166258244646
16.53,1.74576751595804,0.861033645303288,0.179972956458037,-1.62019666152692e-15,0.529789725033485,1.74576751595804,0.407590403196754,0.116390244300101,0.0674902389743143,-2.67193875133328e-16,-0.183880483274416,0.407590403196755,-1.4122213953163,-0.403269537058623,-0.233840538705049,9.25774758682457e-16,0.637110075763681,-1.4122213953163,0,0,0,0,0,0,-0.0724114579162563,0.409615941433024,0.207705106728188
16.54,1.74977299113633,0.862177436302496,0.18063619699282,-1.62282243099118e-15,0.527982693499494,1.74977299113633,0.393523152133331,0.112373243960885,0.0651609345340338,-2.57972158197331e-16,-0.177534178494919,0.393523152133334,-1.40110947695538,-0.400096452308523,-0.232000588549796,9.18490395498894e-16,0.632097040858328,-1.40110947695538,0,0,0,0,0,0,-0.0740152947121723,0.409122050621381,0.207260159742891
16.55,1.75363836136278,0.863281219368627,0.181276238461561,-1.62535635534643e-15,0.526238868964622,1.75363836136278,0.379570611996355,0.108389000116053,0.0628506243285979,-2.48825639442442e-16,-0.17123962444465,0.379570611996356,-1.38927805698013,-0.396717908921495,-0.230041500810555,9.10734366586726e-16,0.626759409732061,-1.38927805698013,0,0,0,0,0,0,-0.0755602691936901,0.408638872262375,0.206831243058569
16.56,1.75736480983702,0.864345332372484,0.18189327678258,-1.62779921023337e-15,0.524557717639746,1.75736480983702,0.365740012393392,0.104439577229791,0.0605605054616152,-2.39759058202183e-16,-0.165000082691407,0.365740012393395,-1.37672021710582,-0.393131931333727,-0.227962129933637,9.02502136698567e-16,0.621094061267374,-1.37672021710581,0,0,0,0,0,0,-0.0770471208091663,0.408166970917932,0.206418176607387
16.57,1.7609535924007,0.865370133928288,0.182487519902512,-1.63015181891277e-15,0.522938672964009,1.7609535924007,0.352038652114855,0.100527059521926,0.0582917864922297,-2.3077719916255e-16,-0.158818846014157,0.352038652114853,-1.36342903904767,-0.389336543981397,-0.225761330365346,8.93789170587023e-16,0.615097874346753,-1.36342903904766,0,0,0,0,0,0,-0.0784766100698865,0.407706866074961,0.206020774420786
16.58,1.76440603822929,0.86635600359124,0.183059187910859,-1.63241505271904e-15,0.521381135292711,1.76440603822929,0.338473899134001,0.0966535509679238,0.0560456874351249,-2.21884892362011e-16,-0.15269923840305,0.338473899134002,-1.34939760452094,-0.38532977130069,-0.223437956551993,8.84590933004706e-16,0.608767727852693,-1.34939760452094,0,0,0,0,0,0,-0.07984951824885,0.40725903250602,0.205638844561593
16.59,1.76772355052388,0.867303342055068,0.18360851315455,-1.63458983151374e-15,0.519884471585191,1.76772355052388,0.325053190606948,0.0928211752988864,0.0538234397605196,-2.13087013191517e-16,-0.146644615059406,0.325053190606947,-1.33461899524088,-0.381109637727792,-0.220990862939885,8.74902888704226e-16,0.602100500667686,-1.33461899524087,0,0,0,0,0,0,-0.0811666471379041,0.40682390067227,0.205272189051332
16.6,1.77090760720305,0.868212571349594,0.184135740352491,-1.63667712413908e-15,0.518448015092724,1.77090760720305,0.311784032872648,0.0890320760015557,0.0516262863941689,-2.04388482394481e-16,-0.140658362395726,0.311784032872647,-1.31908629292273,-0.376674167698884,-0.21841890397533,8.64720502438192e-16,0.595093071674223,-1.31908629292273,0,0,0,0,0,0,-0.0824288188627694,0.406401857167119,0.204920603792791
16.61,1.77395976159469,0.869084135038285,0.184641126710126,-1.63867794887149e-15,0.517071065046399,1.77395976159469,0.298674001452902,0.0852884163183087,0.049455481717367,-1.95794266066796e-16,-0.134743898035675,0.298674001452903,-1.30279257928174,-0.372021385650149,-0.215720934104635,8.54039238959211e-16,0.587742319754792,-1.30279257928174,0,0,0,0,0,0,-0.0836368757553854,0.405993245198891,0.20458387848791
16.62,1.77688164312782,0.869918498415807,0.185124942033988,-1.6405933738751e-15,0.515752886345015,1.77688164312782,0.285730741052362,0.0815923792471624,0.0473122915669414,-1.87309375656827e-16,-0.128904670814104,0.285730741052363,-1.28573093603316,-0.367149316017769,-0.212895807774107,8.4285456301989e-16,0.580045123791884,-1.28573093603315,0,0,0,0,0,0,-0.0847916802827902,0.40559836511096,0.204261796551039
16.63,1.77967495802441,0.870716148705585,0.185587468846254,-1.64242451765531e-15,0.514492709242971,1.77967495802441,0.27296196555855,0.0779461675417785,0.0451979932352631,-1.78938867965425e-16,-0.123144160777042,0.272961965558549,-1.26789444489223,-0.362055983237933,-0.209942379430057,8.31161939372853e-16,0.571998362667999,-1.26789444489223,0,0,0,0,0,0,-0.0858941150316212,0.405217474937722,0.203954135017667
16.64,1.78234148999123,0.871477595257364,0.186029002499309,-1.64417254951228e-15,0.513289729038138,1.78234148999123,0.260375458041778,0.0743520037114419,0.0431138754702308,-1.70687845145888e-16,-0.117465879181672,0.260375458041777,-1.2492761875742,-0.356739411746818,-0.206859503518788,8.1895683277069e-16,0.563598915265615,-1.2492761875742,0,0,0,0,0,0,-0.0869450827472031,0.404850790994809,0.203660664448697
